"","make","address","all","num3d","our","over","remove","internet","order","mail","receive","will","people","report","addresses","free","business","email","you","credit","your","font","num000","money","hp","hpl","george","num650","lab","labs","telnet","num857","data","num415","num85","technology","num1999","parts","pm","direct","cs","meeting","original","project","re","edu","table","conference","charSemicolon","charRoundbracket","charSquarebracket","charExclamation","charDollar","charHash","capitalAve","capitalLong","capitalTotal","type"
"3782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,4.34,0,8.69,0,0,0,0,0,0,0,0,0,0.636,1.273,0,0,0,0,3.5,24,35,"nonspam"
"3784",0,0,0,0,3.44,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574,0,0,0,0,1.714,4,12,"nonspam"
"3786",0,0,0,0,0,0,0,0,0,0,0,0.55,0.55,0,0,0,0,0,1.65,0,0.55,0,0,0,1.1,0.55,0,0,0,0.55,0.55,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,1.657,8,58,"nonspam"
"3787",0,0,0,0,0,0,0,0,1.16,0,0,1.16,1.16,0,0,0,0,0,1.16,0,1.16,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3,12,"nonspam"
"3788",0,0,0,0,1.85,0,0,0,0,0,0,1.85,1.85,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714,4,12,"nonspam"
"3791",0,0,0,0,1.61,0,0,0,0,0,0,0.8,0.8,0,0,0.8,0,0,0.8,0,0,0,0,0,1.61,1.61,0,0,0,0,0,0,0,0,0,0,0.8,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.144,0,0,0,1.913,13,44,"nonspam"
"3792",0,0,0,0,2.04,0,0,0,0,0,0,1.02,1.02,0,0,1.02,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.642,4,23,"nonspam"
"3793",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.411,0,0,0,0,1.866,10,112,"nonspam"
"3794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0,0,0,1.2,0,0,0,1.2,0,0,0,0,0,0.446,0,0,0,0,2.166,11,39,"nonspam"
"3795",0,0,0.28,0,0.28,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0.28,0,0,0,0,0,1.7,0,0,0.56,0,0,0,0,0,0,0.56,2.55,0.28,0,0.28,0,0,0,0,0.28,0,0,0,0,0.223,0.074,0,0,0,0,1.958,55,190,"nonspam"
"3796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,4,12,"nonspam"
"3797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,1.88,0,1.88,0,0,0,0,0,1.88,0,0,0,0,0,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366,0,0,0,0,1.307,3,17,"nonspam"
"3798",0,0,0.5,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,0.188,0,0,3.461,47,180,"nonspam"
"3801",0,0,0,0,0,0,0,0.42,0,0,0,1.28,0.42,0,0,0,0.42,0,0,0,0,0,0,0,2.57,0,0,0,0.14,0,0,0,0.14,0,0,0.28,0.28,0.14,0,0,0,0,0,0,0,0,0,0.14,0.08,0.242,0,0,0.04,0,2.275,20,421,"nonspam"
"3802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,3,8,"nonspam"
"3803",0,0,0.5,0,0.5,0,0,0,0,0.5,0,1.01,0,0,0,0,0.5,1.01,2.03,0,3.04,0,0,0,1.52,0.5,1.01,1.01,0,1.01,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551,0,0.055,0,0,4.275,45,248,"nonspam"
"3804",0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.888,13,35,"nonspam"
"3806",0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0.404,0,0.404,0,0,2.076,15,27,"nonspam"
"3807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862,0,0.862,0,0,1,1,3,"nonspam"
"3808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0.507,0,0,0,0,1.133,3,17,"nonspam"
"3809",0,0,0.65,0,0.65,0,0,0,0,0,0,0.65,0,0,0,0,0.65,0,0,0,0,0,0,0,0.65,3.26,0,0,0,0.65,0,0,0,0,0,0,0.65,0,0.65,0,0,0,0.65,0,0.65,0,0,0,0.093,0,0,0.093,0,0,1.705,17,87,"nonspam"
"3810",0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0.37,0,0.75,0,0.37,0,0.75,1.12,0,0,0,0,0.063,0,0,0,2.023,14,85,"nonspam"
"3812",0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,"nonspam"
"3815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,"nonspam"
"3816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,6,"nonspam"
"3819",0,0,0,0,0.67,0,0,0,0,0,0,2.01,0,0,0,0,0,0,1.34,0.67,1.34,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.67,0,0,0,0.117,0.117,0,0,0,0,1.222,5,33,"nonspam"
"3821",0,0,1.33,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,1.33,4,1.33,0,0,4,0,0,0,0,0,0,0.865,0,0.216,0,0,0,1.647,12,28,"nonspam"
"3823",0,0,3.22,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,0,0,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,"nonspam"
"3825",0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,1.36,0,2.73,0,0,0,0,0,0,0,1.36,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0.475,0,0,0,0,3.478,11,80,"nonspam"
"3826",0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,4.44,1.66,0,1.11,0,0,0,0,0,0,1.11,0,0.55,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,2.018,12,107,"nonspam"
"3827",0,0,0.31,0,1.04,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0.2,0,0,0,0,0,0.41,0.2,0.52,0.2,0.2,0.2,0.2,0.2,0.41,0.2,0.2,0.2,0.1,1.57,0.1,0.2,0,0.41,0.1,0.1,0.1,0,0,0.1,0.067,0.523,0.016,0,0.016,0.033,2.232,47,393,"nonspam"
"3828",0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,1.4,5,14,"nonspam"
"3830",0,0,0.28,0,0.84,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0.28,0,0,0,0,0,1.4,0.84,0,0,0,0.84,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,1.426,7,97,"nonspam"
"3833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0.218,0.218,0,0.054,0,0,2.16,9,108,"nonspam"
"3837",0,0,0.82,0,0.82,0,0,0,0,0,0,0.82,0,0,0,0,0.82,0,0,0,0,0,0,0,0,1.65,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0.119,0,0,1.272,6,42,"nonspam"
"3838",0,0,0,0,0,0,0,0,0,2.43,0,2.43,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,5.3,40,53,"nonspam"
"3842",0,0,0.31,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0.31,0,0,0.31,0,0,0,0.63,0.63,0,0.63,0,0.63,0,0,0,0,0.31,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.588,0,0,0,0,3.183,55,191,"nonspam"
"3843",0,0,0.11,0,0.11,0,0,0,0,0,0.11,1.02,0,0,0,0,0,0.11,0.11,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0.22,0,0.22,0,0.11,0.11,0,0.34,0,0,0,1.02,0,0,0.049,0.149,0,0,0,0,1.637,18,511,"nonspam"
"3845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,53,56,"nonspam"
"3846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1.75,3,7,"nonspam"
"3852",0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,1.25,4,15,"nonspam"
"3854",0,0,0.1,0,0,0,0,0.1,0,0,0.2,0.41,0.1,0,0,0.1,0.1,0,0.1,0,0,0,0.1,0,3.02,0,0,0,0,0,0,0,0,0,0,0.52,0.31,0,0,0.1,0,0,0,0,0,0,0,0.1,0.074,0.134,0,0,0.059,0,2.529,26,597,"nonspam"
"3855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,6.89,3.44,0,0,0,3.44,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,11,54,"nonspam"
"3859",0,0,0,0,0,0,0,0,0,0,0,1.22,0,0,0,0,0,0.61,0,0,0,0,0,0,0.61,0.61,0,1.22,0,0,0,0,0.61,0,0.61,0,0.61,0,0,0,0,0,0,0.61,0,0.61,0,0,0,0.412,0,0,0,0,2.206,19,128,"nonspam"
"3864",0,0,0.6,0,0,0,0,3.04,0,0,0,0.6,0,0,0,0.6,0,0,0.6,0,1.21,0,0,0,1.21,1.82,0,0.6,0,0.6,0,0,0,0,0.6,0.6,1.21,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0,3.277,33,177,"nonspam"
"3867",0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,2.2,0,0.73,0,0,0,0.73,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0.223,0,1.76,6,88,"nonspam"
"3868",0,0,0,0,0.87,0,0,0,0,0,1.31,0.43,0,0,0,1.75,0,1.31,2.63,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.361,0.18,0,1.72,6,86,"nonspam"
"3872",0,0,0.47,0,0.95,0.47,0,0,0,0,0,0.47,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0.47,0.47,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0.47,0,0,0,0,0,0,0,0.073,0,0,0,0,1.884,8,98,"nonspam"
"3873",0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,3.5,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0.325,0,0,0,0.651,0,1.125,3,18,"nonspam"
"3874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,1,1,8,"nonspam"
"3875",0,0,0,0,0.81,0,0,0,0,1.22,0,0.4,0,0,0,0,0,0,0.4,0,0.4,0,0,0,4.08,4.08,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.754,8,93,"nonspam"
"3877",0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.41,0,0.41,0.41,0,0,0,0,0,0.41,0.41,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,0,0,0,1.848,13,122,"nonspam"
"3878",0,0,0.51,0,0.51,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,2.07,2.07,0,0,0,0,0,0,0,0,0,0,1.55,0,0,0,0,0.51,0,0,0,0,0,0.51,0.165,0.497,0,0.082,0,0,3.525,20,208,"nonspam"
"3879",0,0,0,0,0,0,0,0,0.13,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,1.38,1.52,0,0,0,0,0,0,1.38,0,0,0,1.25,0,0.27,0,0.69,0,0,0,0,2.63,0.27,0,0.125,0.438,0.146,0,0,0,3.657,35,534,"nonspam"
"3880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,2.32,2.32,2.32,2.32,2.32,2.32,2.32,0,2.32,2.32,2.32,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0.757,0,0,0,0,2.5,11,50,"nonspam"
"3882",0,0,0,0,0.28,0,0,0,0,0,0,0.57,0,0,0,0,0,0.85,0,0,0,0,0,0,5.14,4,2.28,1.14,0.28,1.14,1.14,0.28,0.57,0.28,1.14,1.14,0.28,0,0,0.28,0,0,0.28,0,0.57,0,0,0,0.064,0.292,0.194,0.097,0,0.097,2.291,12,307,"nonspam"
"3885",0,0.19,0.59,0,0.19,0,0,0,0,0.59,0.39,0.19,0,0.19,0,0,0,0.79,2.79,0,1.99,0,0,0,1.79,0.19,0.39,0.19,0,0,0.59,0.19,0.79,0.19,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0.018,0.018,0,0,3.716,47,472,"nonspam"
"3888",0,0,0,0,0.14,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0.29,0,0,0,0,0,0.14,0,0,0.29,0,0.14,0,0,0.14,0,0.14,0,0.14,0.14,0,0,0,0,0,0.29,0,0.14,0,0,0,0.064,0,0.021,0,0,1.715,11,187,"nonspam"
"3892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,3.57,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.406,7,45,"nonspam"
"3894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846,0,0,0,0,0,6.333,17,19,"nonspam"
"3896",0.24,0,0.24,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0.24,0.24,0.24,0,0,0,0,0.24,0.98,0.73,0,0.49,0,0.24,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.831,13,152,"nonspam"
"3900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,4,5,"nonspam"
"3902",0,0,0,0,0,0.4,0,0,0.4,0.4,0,0,0,0,0.4,0,0,0,1.22,1.22,0.4,0,0,0,0,0.4,0.4,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0.4,0,0,0,0.065,0,0,0,0,1.84,8,81,"nonspam"
"3904",0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,1.04,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478,0,0,0,0,3.291,21,79,"nonspam"
"3905",0.17,0,0.26,0,0.08,0.08,0,0.08,0.08,0.08,0.17,0.17,0.08,0,0,0.08,0.26,0,1.75,0,1.14,0,0,0,1.93,0.52,0,0.17,0,0,0.26,0,0.17,0,0.26,0.08,0.79,0,0,0,0,0,0,0,0.08,0,0,0,0,0.063,0,0.038,0,0,1.66,20,646,"nonspam"
"3908",0,0,0.11,0,0.22,0.11,0,0,0,0,0,0.99,0.11,0.11,0,0,0.22,0,0,0,0,0,0.11,0,3.21,0.11,0,0,0.33,0,0,0,0.11,0,0,0.88,0.44,0,0.11,0,0,0,0.11,0,0,0,0,0,0.044,0.149,0.014,0,0,0,2.419,27,559,"nonspam"
"3909",0,0,0.33,0,0.33,0,0,0,0,0,0,0.33,0,0,0,0,0,0,1.01,0,0.67,0,0,0,1.35,1.01,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0.33,0.33,0,0,0.33,0,1.35,0,0,0,0,0.175,0.058,0,0,0,2.068,12,120,"nonspam"
"3911",0,0,0.3,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.91,0,0.3,0,0,0,2.44,0.61,0,0,0,0,0,0,0,0,0,0,0.3,1.52,0,0,0,0,0.61,1.22,0,0,0,0,0.301,0.043,0.043,0,0.086,0,2.161,19,227,"nonspam"
"3912",0.4,0,0.81,0,0,0.4,0,0,0,0,0,0.81,0,0,0,0,0,0,1.63,0,0.4,0,0,0,0,0,0.81,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0,0,0.071,0,0,0,0,1.156,3,59,"nonspam"
"3913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,"nonspam"
"3914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,"nonspam"
"3915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.16,0,0,0,0,0,0,0,0,0.76,0.028,0,0,0,3.989,33,738,"nonspam"
"3918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,1.785,6,25,"nonspam"
"3921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,4,10,"nonspam"
"3922",0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,1.07,1.07,2.15,2.15,0,0,0,0,0,0,0,1.07,1.07,0,1.07,0,0,0,1.07,0,2.15,0,0,0,0,0.326,0,0,0,0,2.7,12,108,"nonspam"
"3923",0,0,1.14,0,0,0,0,0,0,0,0,2.29,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209,0,0,0,0,1.833,5,22,"nonspam"
"3924",0.08,0,0.16,0,0,0.08,0,0.08,0.73,0,0,0.24,0,0,0,0,0,0,0.32,0,0.16,0,0,0,0.49,0.57,0.08,0,0,0,0,0,0.57,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0.126,0.172,0.057,0,0.022,0,3.212,44,665,"nonspam"
"3927",0.08,0,0.08,0,0,0,0,0,0.77,0,0,0.25,0,0,0,0,0,0.08,0.34,0,0.25,0,0,0,0.77,0.86,0.08,0,0,0,0,0,0.25,0,0,0,0.43,0,0,0.17,0,0,0,0,0,0,0,0,0.098,0.16,0.037,0,0.024,0,2.634,36,598,"nonspam"
"3928",0.07,0.03,0.18,0,0.1,0.03,0,0,0.4,0,0,0.1,0,0,0,0,0,0.03,0.14,0,0.1,0,0,0,0.47,0.5,0.03,0,0,0,0,0,0.76,0,0,0,0.32,0,0,0,0.07,0,0,0,0,0,0,0,0.188,0.148,0.035,0,0.01,0,3.233,66,1387,"nonspam"
"3932",0,0,0,0,0,0,0,0,0,0,0,0.54,0.54,0,0,0,0,0,1.09,0,0,0,0,0,0.54,0.54,0.54,0.54,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0.308,0,0,0,0,1.4,10,77,"nonspam"
"3935",0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,1.61,0,0,0,0,0,1.61,0.8,2.41,0.8,0.8,0.8,0.8,0.8,0,0.8,0.8,0.8,0.8,0,0,0.8,0,0,0.8,0,0.8,0,0,0,0.122,0.366,0,0,0,0,1.853,13,76,"nonspam"
"3936",0,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,0,0,0,0,1,1,12,"nonspam"
"3937",0.04,0.08,0.15,0,0.04,0.04,0,0.04,0.04,0.08,0,0.41,0.06,0,0,0,0.06,0.15,0.6,0,0.34,0,0.02,0,0,0,0,0,0.02,0,0,0,1.67,0,0,0.19,0.82,0.02,0.04,0,0.02,0.02,0.08,0.02,0,0.26,0.04,0.54,0.005,0.213,0.002,0.031,0.039,0.008,2.246,54,3003,"nonspam"
"3938",0,0,0.86,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,2.6,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0.167,0,0,1.5,4,24,"nonspam"
"3941",0,0,0,0,0,3.44,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,6.89,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,1,1,7,"nonspam"
"3944",0,2.35,0,0,3.52,1.17,0,1.17,0,4.7,0,0,0,0,0,1.17,0,0,1.17,0,1.17,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0.192,0,0,0,0,1,1,14,"nonspam"
"3946",0,0,0,0,0,0,0,0,0,0.62,0.31,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0.93,0.62,0,0.93,0,0,0,0,0,0,0.31,0,0.93,0,0,0,0.93,0,0.31,0,0,0.62,0,1.86,0,0.122,0.122,0,0.214,0,2.904,20,363,"nonspam"
"3950",0,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,1.928,15,54,"nonspam"
"3954",0.09,0,0.36,0,0,0,0,0.09,0,0,0.18,1.01,0.18,0,0,0,0.64,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0.09,0.18,0,0,0,0,0,0,0,0,0,0,0,0.131,0.209,0,0,0.039,0,2.278,24,629,"nonspam"
"3956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,2.094,26,111,"nonspam"
"3957",0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0.17,0,0,0,0,0,1.41,1.59,0,0,0,0,0,0,0.17,0,0,0,2.83,0,0,0,2.83,0,0,0,0,3,0,0.17,0.271,0.753,0.12,0,0,0,4.84,20,576,"nonspam"
"3958",0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,2.111,6,19,"nonspam"
"3959",0,0,0.49,0,0.49,0.49,0,0,0,0.49,0,2.94,0,0,0,0,0,0,0.98,0,0,0,0,0,1.47,0.98,0,0.98,0.49,0,0,0,0.49,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0,0,0,0,2.234,11,105,"nonspam"
"3960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,6.38,0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,6,30,"nonspam"
"3961",0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,1.16,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0.196,0.393,0,0,0,0,1.058,2,18,"nonspam"
